i,j,idinspire,ind_2015,men_2015,men_pauv_2015,men_1ind_2015,men_5ind_2015,men_prop_2015,men_fmp_2015,ind_snv_2015,men_surf_2015,men_coll_2015,men_mais_2015,log_av45_2015,log_45_70_2015,log_70_90_2015,log_ap90_2015,log_inc_2015,log_soc_2015,ind_0_3_2015,ind_4_5_2015,ind_6_10_2015,ind_11_17_2015,ind_18_24_2015,ind_25_39_2015,ind_40_54_2015,ind_55_64_2015,ind_65_79_2015,ind_80p_2015,ind_inc_2015,ind_2017,men_2017,men_pauv_2017,men_1ind_2017,men_5ind_2017,men_prop_2017,men_fmp_2017,ind_snv_2017,men_surf_2017,men_coll_2017,men_mais_2017,log_av45_2017,log_45_70_2017,log_70_90_2017,log_ap90_2017,log_inc_2017,log_soc_2017,ind_0_3_2017,ind_4_5_2017,ind_6_10_2017,ind_11_17_2017,ind_18_24_2017,ind_25_39_2017,ind_40_54_2017,ind_55_64_2017,ind_65_79_2017,ind_80p_2017,ind_inc_2017
14217,20428,CRS3035RES200mN2843400E4085600,3,1.2,0.2,0.4,0.1,0.9,0,53834.9,135.7,0.3,0.9,0.3,0.2,0.4,0.3,0,0,0.1,0,0.1,0.4,0.3,0.3,0.5,0.6,0.3,0.4,0,2,0.9,0.2,0.3,0,0.6,0,37642.3,86.1,0.2,0.7,0.2,0.2,0.3,0.2,0,0,0.1,0,0,0.2,0.3,0.2,0.4,0.4,0.2,0.2,0
14239,16840,CRS3035RES200mN2847800E3368000,10,3.6,0.5,0.5,0.5,3.1,0.2,215235.5,387.3,0,3.6,0.2,0.6,0.6,2.2,0,0,0.6,0.3,1,0.9,0.5,2.1,2.2,1,0.7,0.7,0,10,3.9,0.7,1.1,0.6,3.4,0.1,222415.7,411.4,0,3.9,0.3,0.7,0.6,2.3,0,0,0.4,0.4,0.8,1.2,0.5,2,2.3,1.1,0.5,0.8,0
14272,16406,CRS3035RES200mN2854400E3281200,4,1.5,0,0.2,0.1,1.4,0.2,99151.3,175.2,0,1.5,0.2,0.1,0.8,0.4,0,0,0.1,0.1,0.2,0.3,0.1,0.4,0.9,0.8,0.8,0.1,0.2,4,1.5,0.1,0.2,0.1,1.4,0.1,97566.7,168.1,0.1,1.4,0.2,0.1,0.8,0.4,0,0,0,0.1,0.2,0.4,0.4,0.4,0.8,0.8,0.8,0.1,0
14825,17425,CRS3035RES200mN2965000E3485000,3,1.2,0.1,0.3,0.1,1.1,0.1,59249.8,130.9,0,1.2,0.2,0.1,0.4,0.5,0,0,0.1,0,0.1,0.3,0.3,0.2,0.8,0.5,0.5,0.2,0,2,0.9,0.1,0.2,0,0.8,0,43115,87.7,0,0.9,0.1,0.1,0.3,0.4,0,0,0.1,0,0.1,0.1,0.2,0.2,0.5,0.3,0.4,0.1,0
15087,19246,CRS3035RES200mN3017400E3849200,68,28,3,9,2,21,4,1412540.7,3026,1,27,22,3,2,0,1,0,1,2,6,9,4,11,10,9,10,4,2,67,29,4,8,1,22,4,1515543.4,3375,1,28,23,4,2,0,0,0,2,0,5,7,5,13,14,7,9,5,0
15328,18670,CRS3035RES200mN3065600E3734000,58,22,2,4,1,12,2,1163611.5,2473,0,22,13,0,1,8,0,0,2,2,1,9,4,9,13,8,10,0,0,52,22,2,5,0,12,5,1052113.2,2499,0,22,13,0,1,8,0,0,2,1,3,4,5,7,13,5,11,1,0
15575,18859,CRS3035RES200mN3115000E3771800,3,1.2,0.1,0.4,0.1,1.1,0.1,57960.9,125.3,0,1.2,0.9,0.1,0.1,0.1,0,0,0.1,0.1,0.2,0.2,0.1,0.4,0.8,0.2,0.6,0.2,0.1,3,1.2,0.3,0.4,0.1,1,0.1,56557.2,118.5,0,1.2,0.9,0.1,0.1,0.1,0,0,0.1,0,0.2,0.2,0.3,0.4,0.6,0.4,0.6,0.2,0
11403,20440,CRS3035RES200mN2280600E4088000,119,55,11,17,1,8,14,2095898,3367,50,5,8,27,0,18,2,37,7,1,9.5,16.5,3,20,30,16,12,4,0,132,53,11,12,3,10,13,2428901.1,3402.9,45,8,8,26,0,17,2,35,6,2,10,17,10,21,31,17,13,5,0
11495,18514,CRS3035RES200mN2299000E3702800,17,6.8,0.2,1.2,0.4,6.3,0.4,404174,749.3,0.2,6.6,0.6,0.5,4.1,1.6,0,0,0.5,0.7,0.7,0.6,0.6,2,2.9,3.3,4.6,0.2,0.9,16,6.1,0.2,0.7,0.2,6,0.2,388061.2,689.2,0,6.1,0.2,0.6,3.5,1.8,0,0,0.6,0.1,1.3,1.1,1.1,1.2,3.2,2.3,4.6,0.5,0
11968,19031,CRS3035RES200mN2393600E3806200,9,3.6,0.3,1.5,0.5,2.8,0,198928.2,350.7,0.8,2.8,0.9,0.2,0.9,1.6,0,0,0.4,0.3,0.4,1.3,0.4,1.6,2.4,1.2,0.9,0,0.1,9,3.5,0.6,1,0.4,2.7,0,199200.2,362.9,0.7,2.8,0.7,0.1,0.8,1.9,0,0,0.8,0,0.4,0.9,0.8,2.1,2,0.9,1.1,0,0
12152,19449,CRS3035RES200mN2430400E3889800,1,0.5,0.1,0.2,0.1,0.4,0,17453.9,52.9,0,0.5,0.3,0,0,0.2,0,0,0,0,0,0.1,0,0.1,0.3,0.2,0.2,0.1,0,1,0.5,0.1,0.2,0,0.4,0,20938,53.8,0,0.5,0.3,0,0,0.2,0,0,0,0,0,0,0,0.2,0.3,0.2,0.2,0.1,0
12163,17595,CRS3035RES200mN2432600E3519000,4,1.6,0.1,0.3,0.1,1.6,0.1,77645.3,190.4,0,1.6,0.7,0,0.2,0.7,0,0,0.1,0.3,0,0.2,0.3,0.5,0.9,0.5,0.4,0.5,0.3,4,1.6,0.1,0.3,0,1.6,0,81980.3,190.4,0,1.6,0.7,0,0.2,0.7,0,0,0.2,0,0.3,0.2,0.3,0.8,0.6,0.6,0.4,0.6,0
12305,17471,CRS3035RES200mN2461000E3494200,4,1.6,0.1,0.3,0.1,1.1,0.1,99830.1,202.6,0.2,1.4,0.8,0.1,0.5,0.2,0,0,0,0,0.3,0.2,0.2,0.5,0.9,0.7,0.7,0.3,0.2,5,2,0.2,0.4,0.2,1.4,0.1,133289.5,271.5,0.2,1.8,1.1,0.1,0.6,0.2,0,0,0.1,0,0.2,0.2,0.3,0.6,1.1,1.2,0.9,0.4,0
12414,18342,CRS3035RES200mN2482800E3668400,2,0.9,0.1,0.3,0,0.8,0,43962.7,88.2,0,0.9,0.3,0.1,0.4,0.1,0,0,0,0,0,0.3,0,0.2,0.3,0.3,0.5,0.4,0,1,0.4,0.1,0.2,0,0.4,0,23588.6,45.1,0,0.4,0.2,0,0.2,0,0,0,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0
12427,18313,CRS3035RES200mN2485400E3662600,10,4.1,0.1,0.9,0.1,3.5,0.2,218554.1,428,0.1,4,0.7,0.2,1.3,1.9,0,0,0.1,0.2,0.6,1.1,0.5,1.2,2.9,1.3,1.3,0.7,0.1,11,4.2,0.1,0.9,0.1,3.7,0.1,251231.9,446.2,0,4.2,0.6,0.2,1.3,2.1,0,0,0.4,0.1,0.4,1.5,0.8,1.5,3,1.1,1.6,0.6,0
12430,18006,CRS3035RES200mN2486000E3601200,1,0.4,0.1,0.1,0,0.3,0,19142.5,33.9,0,0.4,0.2,0,0.1,0.1,0,0,0.1,0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0,2,0.9,0.2,0.3,0,0.7,0.1,39350.7,80.4,0,0.9,0.4,0.1,0.2,0.2,0,0,0.1,0,0.1,0.2,0.1,0.4,0.3,0.3,0.3,0.2,0
12440,17509,CRS3035RES200mN2488000E3501800,9,3,0.6,0.5,0.2,2.2,0.1,198136.5,352.2,0.1,2.9,1.3,0.1,1.1,0.5,0,0,0.5,0.4,0.8,0.8,0,1.7,2.4,1,0.8,0.2,0.4,9,3.3,0.7,0.5,0.2,2.3,0.5,194431.7,375.2,0.1,3.2,1.4,0.2,1.1,0.6,0,0,0.3,0.2,0.7,0.9,0.6,1.2,2.6,1,1.1,0.3,0.1
13322,19565,CRS3035RES200mN2664400E3913000,4,1.7,0.2,0.6,0.2,1.2,0.1,91824.7,177.1,0,1.7,0.9,0.1,0.4,0.3,0,0,0.3,0,0.1,0.4,0.2,0.5,1,0.6,0.4,0.4,0.1,3,1.4,0.1,0.5,0,1,0,70583.6,153.9,0,1.4,0.7,0.1,0.4,0.2,0,0,0.2,0.1,0.1,0.2,0.2,0.3,0.8,0.5,0.4,0.2,0
13330,17397,CRS3035RES200mN2666000E3479400,4,1.4,0.1,0.2,0.1,1.3,0.1,82314.4,186.5,0,1.4,0.7,0,0.3,0.4,0,0.1,0.1,0.1,0.3,0.5,0.2,0.4,0.9,0.5,0.6,0.3,0.1,4,1.4,0.1,0.3,0.1,1.3,0.1,87097.7,186,0,1.4,0.6,0,0.3,0.5,0,0.1,0.1,0.1,0.3,0.5,0.4,0.5,0.8,0.3,0.8,0.2,0
13457,17614,CRS3035RES200mN2691400E3522800,12,5,0.7,1.3,0.4,3.5,0.3,245718.7,508.9,0,5,1.7,0.7,1.8,0.8,0,0.5,0.5,0.2,0.7,0.7,0.8,1.6,2.9,1.7,1.9,0.5,0.5,15,6.3,0.9,1.6,0.5,4.9,0.6,322479.7,669.4,0,6.3,1.8,1.2,2,1.3,0,0.6,0.6,0.4,0.9,0.8,1.5,2.3,2.9,2.2,2.7,0.7,0
13630,20499,CRS3035RES200mN2726000E4099800,16,7.1,0,2.4,0.3,5.8,0.3,434806.9,759.3,1.6,5.5,2.1,0.8,2.1,2.1,0,0,1.3,0.2,0.3,1.3,0.8,4.2,4.2,1.3,1.6,0.5,0.3,18,7.8,1.2,2.9,0.4,6.5,0,405037.4,893,0.8,7,2,0.4,2.9,2.5,0,0,1.7,0.4,0.8,1,1.4,4.1,4.1,2.5,0.8,1.2,0
13715,17238,CRS3035RES200mN2743000E3447600,96.5,37,0,5,2,37,0,2521891.8,3726,0,37,0,7,16,14,0,0,3,1,5,9.5,3,8,26,17,19,2,3,86,36,0,6,3,36,1,2404440.8,3647,0,36,0,8,18,10,0,0,3,1,4,6,4,10,20,17,21,0,0
13942,20259,CRS3035RES200mN2788400E4051800,3,1.5,0.1,0.5,0,1.2,0,64753.9,125.8,0.1,1.4,0.6,0.4,0.3,0.2,0,0,0.1,0,0.1,0.2,0.1,0.4,0.9,0.8,0.3,0.1,0,3,1.5,0.1,0.4,0,1.2,0,77140,130.2,0.1,1.4,0.5,0.4,0.3,0.3,0,0,0.1,0,0.1,0,0.2,0.4,0.8,0.7,0.6,0.1,0
15326,19110,CRS3035RES200mN3065200E3822000,45.5,18,3,6,2,15,1,962864,1575,0,18,5,6,7,0,0,0,2,1,2,3,3.5,4,10,4,8,6,2,48,20,4,6,1,16,2,984077.2,1759,0,20,5,7,7,1,0,0,2,2,2,4,6,6,10,5,5,6,0
11375,18646,CRS3035RES200mN2275000E3729200,4,1.9,0.9,0.8,0.1,1.8,0.1,59282.7,221.9,0,1.9,0.6,0.2,0.7,0.4,0,0,0,0.1,0,0.3,0.4,0.1,0.6,0.9,1,0.5,0.1,3,1.3,0.3,0.4,0.1,1.1,0.2,55621.4,153.8,0.1,1.2,0.1,0.1,0.5,0.5,0.1,0,0.1,0.1,0,0.3,0.3,0.3,0.6,0.5,0.6,0.2,0
11572,18120,CRS3035RES200mN2314400E3624000,3,1.1,0.1,0.2,0,0.8,0.1,88142,113.4,0,1.1,0,0,0.2,0.9,0,0,0.2,0.1,0.3,0.3,0.1,0.8,0.7,0.4,0.1,0,0,3,1.1,0.2,0.1,0.1,0.9,0.2,86903.8,112.3,0,1.1,0,0,0.2,0.9,0,0,0.1,0.2,0.2,0.3,0.1,0.7,0.7,0.6,0.1,0,0
11575,19192,CRS3035RES200mN2315000E3838400,24,8.7,1.4,2.2,1,7.4,0.5,495407,963.4,0.7,8,0,0,1.9,6.8,0,0,1.4,0.5,1.5,3.8,1.2,4.1,5.3,3.3,1.9,0.5,0.5,26.5,9.6,1.6,1.9,1.2,8.2,0.9,559224.3,1060.7,0.7,8.9,0,0,2.3,7.3,0,0,1.4,0.5,1.9,4.3,1.6,3.8,6.4,4,2.1,0.5,0
11707,19529,CRS3035RES200mN2341400E3905800,65,27,2,6,2,22,2,1752524.1,2812,0,27,0,1,9,17,0,0,2,0,0,2,7,8,15,13,12,3,3,67,25,0,5,1,21,1,1699054.3,2558,0,25,0,2,6,17,0,0,2,0,3,3,9,9,13,15,10,3,0
11860,17339,CRS3035RES200mN2372000E3467800,4,1.6,0.1,0.1,0.1,1.2,0.3,101871,181.9,0,1.6,0.2,0.1,0.7,0.6,0,0,0.1,0.1,0.4,0.2,0.2,0.5,0.8,1,0.5,0.2,0,5,1.9,0.1,0.1,0,1.2,0.4,113482.7,233.4,0,1.9,0.4,0.1,0.6,0.8,0,0,0.2,0.2,0.3,0.4,0.4,1.2,0.9,1.1,0.2,0.1,0
11868,18392,CRS3035RES200mN2373600E3678400,2,1,0.1,0.3,0,1,0.1,41212.1,104.1,0,1,0.4,0.1,0.1,0.4,0,0,0,0,0,0.1,0.2,0.1,0.5,0.3,0.6,0.1,0.1,2,1,0.3,0.3,0,1,0,37925.2,120.9,0,1,0.4,0.1,0.1,0.4,0,0,0,0.1,0,0,0,0.3,0.6,0.3,0.6,0.1,0
11887,19640,CRS3035RES200mN2377400E3928000,8,2.7,0.6,0.6,0.4,2.1,0.1,140778,307.6,0.3,2.4,1.8,0,0.3,0.6,0,0,0.9,0.1,0.6,1,0,1,1.8,0.9,0.9,0.7,0.1,3.5,1.5,0.1,0.5,0.1,1.1,0.1,72407.8,161.5,0.3,1.2,0.6,0.2,0.4,0.3,0,0,0.2,0.1,0.1,0.3,0.3,0.7,0.7,0.5,0.5,0.1,0
11957,18435,CRS3035RES200mN2391400E3687000,1,0.4,0.1,0.1,0,0.4,0,20983.6,48.5,0,0.4,0.2,0,0.2,0,0,0,0,0,0.1,0.1,0,0.1,0.2,0.2,0.2,0.1,0,1,0.5,0,0.2,0,0.4,0,20751.8,53.2,0,0.5,0.2,0,0.2,0.1,0,0,0,0,0,0.2,0,0,0.2,0.2,0.2,0.2,0
12362,18152,CRS3035RES200mN2472400E3630400,1,0.5,0,0.2,0,0.3,0.1,24609.1,52.6,0.1,0.4,0.1,0.1,0.1,0.2,0,0,0,0,0.1,0.1,0,0.2,0.1,0.1,0.1,0.2,0.1,1,0.5,0,0.2,0,0.4,0,22141.4,60.7,0.1,0.4,0.1,0,0.1,0.3,0,0,0,0,0.1,0,0.1,0.2,0.1,0.2,0.2,0.1,0
12403,19095,CRS3035RES200mN2480600E3819000,11,4.7,0.6,1.3,0.6,3.7,0.7,224940.7,571.4,0.2,4.5,3.7,0.2,0.4,0.4,0,0,0.2,0,0.4,1.5,0.6,0.2,3.3,1.1,2.4,1.1,0.2,11,4.9,0,1.8,0.6,3.9,0.8,227508.4,594.6,0,4.9,3.7,0.2,0.4,0.4,0.2,0,0,0.2,0,1.6,1.2,0.2,3.1,1.4,1.7,1.6,0
12568,18410,CRS3035RES200mN2513600E3682000,11,5.3,0,2.1,0.2,4.9,0.2,264971.7,542.4,0.4,4.9,1.7,2.1,1.1,0.4,0,0,0.4,0,0.2,0.9,0.4,1.3,1.9,2.5,1.9,1.5,0,13,6.6,0.4,2.9,0.2,5.9,0.2,309596,661.2,0.7,5.9,2,2.9,1.3,0.4,0,0,0.4,0.2,0,0.7,0.7,1.1,2,2.6,2.4,2.9,0
13310,17813,CRS3035RES200mN2662000E3562600,18,8.7,1.1,3.2,0.4,6.8,0.8,386894,899.4,0.9,7.8,2.8,0.2,3.6,2.1,0,0,0.2,0.2,0.5,1.6,1.5,1.9,4.2,2.8,2.3,2.1,0.7,17,8.4,0.7,3,0,7,0.2,373141.3,894.1,0.4,8,2.3,0.2,3.8,2.1,0,0,0,0,0.5,0.9,1.4,1.2,4.2,3.5,3,1.9,0.4
13461,17342,CRS3035RES200mN2692200E3468400,18,6.2,0.2,0.5,0.6,5.3,0.3,389983.1,609.8,0,6.2,0.9,0,2.5,2.8,0,0,1,0.6,0.8,1.7,1.4,4.3,4.4,2.4,0.5,0.2,0.7,17,5.7,0,0.7,0.6,4.7,0.1,381073.1,582.1,0,5.7,0.8,0,2.1,2.8,0,0,1.5,0.7,0.9,1.4,1.9,3.9,3.6,2.5,0.4,0.2,0
13476,19074,CRS3035RES200mN2695200E3814800,3,1.9,0.6,1.1,0,1.5,0,52984.4,175.1,0.2,1.7,1.2,0.2,0.3,0.2,0,0,0,0,0,0.2,0.2,0.1,0.5,1,0.8,0.2,0,3,1.7,0.5,0.9,0.1,1.2,0,53259.3,144.3,0.2,1.5,1,0.3,0.3,0.1,0,0,0.1,0,0.2,0,0.4,0.3,0.3,0.7,0.7,0.3,0
13756,20245,CRS3035RES200mN2751200E4049000,16,7.3,0,1.9,0.3,5.2,0.5,419203.3,834.2,2.4,4.9,2.7,0.3,1.3,3,0,0,0.5,0.3,0.8,1.1,0.3,3.8,2.2,3.2,3,0.8,0,20,8.9,0.3,2.2,0.3,7,0.3,533146.2,1059.7,2.5,6.4,2.2,0.6,1.6,4.5,0,0,1,0.3,0.3,1.9,0,3.8,3.2,3.5,5.7,0.3,0
13846,19121,CRS3035RES200mN2769200E3824200,12,5,0.5,1.4,0,4.1,1,243925.7,494.9,0,5,2.9,0.7,0.7,0.7,0,0,0.2,0.5,1.2,1.2,0.5,1.2,4.1,0.9,1,0.5,0.7,12,5.3,0.5,1,0.2,4.3,1.4,270695,551,0,5.3,2.9,0.7,0.7,1,0,0,0.5,0.3,1.2,1.2,0.7,1.4,3.4,1.4,1.2,0.7,0
14103,18253,CRS3035RES200mN2820600E3650600,3,1.6,0.2,0.7,0,1.4,0.2,67424.1,128.2,0,1.6,1,0.2,0,0.4,0,0,0.1,0,0.2,0.2,0.2,0.2,0.5,0.4,0.7,0.5,0,2,1,0.1,0.5,0,0.8,0,44011.2,74.7,0,1,0.7,0.1,0,0.2,0,0,0.1,0,0,0.1,0.3,0.2,0.2,0.3,0.5,0.3,0
14133,18163,CRS3035RES200mN2826600E3632600,4,1.4,0.1,0.2,0.2,1.3,0.1,73121,152.1,0,1.4,1.3,0,0,0.1,0,0,0,0.1,0.4,0.4,0.4,0.5,1.1,0.6,0.1,0.3,0.1,4,1.4,0.1,0.1,0.1,1.2,0,84021.7,144.1,0,1.4,1.2,0.1,0,0.1,0,0,0.1,0,0.4,0.4,0.4,0.4,1.1,0.8,0.2,0.2,0
14152,16934,CRS3035RES200mN2830400E3386800,3,1.4,0.1,0.4,0,1,0,58249.4,137.4,0,1.4,0.5,0,0.9,0,0,0,0,0,0,0.2,0,0.5,0.6,0.7,0.4,0.3,0.3,3,1.4,0.4,0.4,0,1.2,0,58359,143.3,0,1.4,0.5,0,0.9,0,0,0,0,0,0,0.2,0.3,0.4,0.5,0.9,0.3,0.4,0
14216,18912,CRS3035RES200mN2843200E3782400,4,1.5,0,0.1,0.1,1.1,0.2,128673.9,189.8,0,1.5,0.1,0.3,0.6,0.5,0,0,0.1,0,0.1,0.5,0.3,0.6,0.6,0.8,0.9,0.1,0,4,1.5,0,0,0.1,1.3,0.3,130622.2,195.9,0,1.5,0.1,0.2,0.7,0.5,0,0,0,0,0,0.4,0.4,0.5,0.3,1.2,0.8,0.4,0
14587,18725,CRS3035RES200mN2917400E3745000,5,2.1,0.2,0.3,0.2,2.1,0.2,141206.8,210.3,0,2.1,0.3,0.2,1.4,0.2,0,0,0,0,0,0.2,0.5,0.5,1,1,1.1,0.5,0.2,5,2.4,0.2,0.7,0,2.4,0,148431.5,240.4,0,2.4,0.2,0.2,1.8,0.2,0,0,0,0,0,0.2,0,0.6,0.9,1.3,1.1,0.9,0
14640,19148,CRS3035RES200mN2928000E3829600,23,9.7,1.3,2.3,0.3,8.2,1,502636.1,1119.1,0.5,9.2,6.9,0.2,1.8,0.8,0,0,1.3,0.2,2,1.3,0.8,6.1,3.3,5.1,1.3,0.8,0.8,25,10.5,1.2,2.9,0.6,8.8,0.9,551260.8,1196.2,0.3,10.2,7.6,0.6,1.7,0.6,0,0,2.5,0.3,0.6,2,1.2,6.7,3.2,5,2.9,0.6,0
14671,18855,CRS3035RES200mN2934200E3771000,668.5,283,79,94,21,0,50,10171594.7,17877,283,0,0,0,210,73,0,283,63.5,24,43.5,49.5,35,183,126,80,50,7,7,654,277,83,92,21,0,51,10027960.1,17486,277,0,0,0,207,70,0,277,65,30,39.5,49.5,43,161,112,83,61,10,0
14712,16688,CRS3035RES200mN2942400E3337600,3,1.7,0.2,0.8,0,1.3,0,60312.5,185.4,0,1.7,1.1,0.1,0.2,0.3,0,0,0.1,0,0,0,0.2,0.2,0.3,1.1,0.6,0.5,0,2,1,0.1,0.3,0,0.7,0.1,55158.4,103.7,0,1,0.5,0,0.2,0.2,0.1,0,0,0,0,0.2,0.1,0.1,0.3,0.6,0.5,0.2,0
14763,19380,CRS3035RES200mN2952600E3876000,19,6.6,1.1,1.1,1.7,5.8,0.6,385894.6,710.2,0.3,6.3,1.6,0.3,3.3,1.4,0,0.3,0.5,0.3,1.4,1.9,1.4,3.9,2.7,2.5,2.5,1.1,0.8,21.5,7.3,1.2,1.2,1.8,6.1,0.6,424473.3,756.9,0.3,7,1.8,0.3,3.4,1.8,0,0.3,0.6,0,2,1.8,2.4,4.3,3.4,2.7,3.1,1.2,0
15477,18984,CRS3035RES200mN3095400E3796800,39,15,1,0,1,15,1,882517.1,1659,0,15,2,1,10,2,0,0,0,0,0,1,5,3,4,10,12,3,1,36.5,15,0,1,1,15,2,963755.9,1659,0,15,2,2,9,2,0,0,0,0,0.5,1,3,6,3,11,7,5,0
11260,18178,CRS3035RES200mN2252000E3635600,2,0.7,0.1,0,0.1,0.7,0.1,46644.3,91.5,0,0.7,0.1,0,0.2,0.4,0,0,0.2,0.1,0.1,0.2,0,0.5,0.4,0.3,0.2,0,0,2,0.7,0.1,0.1,0,0.7,0.1,47245.9,94.8,0,0.7,0.1,0,0.2,0.4,0,0,0.2,0.1,0.1,0.1,0.2,0.4,0.4,0.2,0.3,0,0
11539,17240,CRS3035RES200mN2307800E3448000,4,1.5,0.1,0.4,0.2,1.1,0.2,87001.9,189.7,0.3,1.2,0.6,0.2,0.6,0.1,0,0,0.3,0.1,0.5,0,0.1,0.7,0.7,0.3,0.9,0.3,0.1,4,1.7,0.3,0.6,0.2,1.1,0.1,88254.3,200.4,0.5,1.2,0.6,0.2,0.6,0.3,0,0,0.1,0.2,0.1,0.3,0.3,0.8,0.8,0.2,1,0.2,0
12215,19517,CRS3035RES200mN2443000E3903400,4,2,0.5,0.8,0,1.5,0.1,68012.3,183.1,0,2,1.1,0.1,0.4,0.4,0,0,0,0,0.1,0.3,0.2,0.5,0.7,0.7,1.1,0.2,0.2,4,2,0.3,0.6,0,1.7,0,75948.9,184,0,2,1.1,0.1,0.4,0.4,0,0,0,0,0,0.3,0.3,0.4,0.8,0.7,1.4,0.1,0
12243,19711,CRS3035RES200mN2448600E3942200,84,32,6,8,3,21,2,1750290.5,3147,7,25,5,2,6,18,1,4,8,3,8,6,3,19,17,12,8,0,0,90,32,5,5,4,22,5,1911340.6,3318,6,26,5,2,9,16,0,5,4.5,5.5,9,5,9,17,20,11,8,1,0
12427,18314,CRS3035RES200mN2485400E3662800,21,8.6,0.2,1.8,0.2,7.2,0.5,458963.6,898.8,0.2,8.4,1.6,0.4,2.7,3.9,0,0,0.2,0.5,1.2,2.2,1.1,2.5,6,2.8,2.7,1.5,0.3,19,11,1,4,0,10,3,348745.3,1154,2,9,3,0,6,2,0,0,0,0,1,1,1,2,4,2,5,3,0
12487,19411,CRS3035RES200mN2497400E3882200,380.5,174,55,78,17,49,17,6363883,11133,159,15,97,7,30,38,2,35,26,4,24,36,32.5,73,78,33,47,18,9,345,177,55,87,11,46,22,6254562.9,11184,164,13,105,6,30,36,0,34,10,9,20,36,25,82,71,36,43,13,0
12743,17466,CRS3035RES200mN2548600E3493200,6,2.4,0.5,0.7,0.3,2.1,0.3,113674.2,306.6,0,2.4,1.9,0,0.1,0.4,0,0,0.1,0.1,0.3,0.8,0.3,0.9,1.4,0.5,1.2,0.3,0.1,6,2.6,0.5,0.8,0.1,2.2,0.1,110727.6,315,0,2.6,2.1,0,0.1,0.4,0,0,0,0,0.2,0.5,0.5,0.8,1.6,0.6,1,0.7,0.1
12945,20256,CRS3035RES200mN2589000E4051200,5,2,0.3,0.2,0.2,1.7,0.2,172971.8,240.7,0.4,1.6,0,0.6,0.6,0.7,0.1,0,0.1,0.2,0.3,0.3,0.2,0.5,1,0.9,1.3,0.1,0.1,9,3.7,0.3,0.7,0.2,3,0.2,286100.9,468.7,0.7,3,0,1.1,1.1,1.5,0,0,0.2,0.1,1,0.4,0.6,1.3,1.4,1.2,2.6,0.2,0
13055,17884,CRS3035RES200mN2611000E3576800,9,4,1,1.1,0.2,3.5,0.2,165107.2,438.5,0,4,2.6,0.3,0.3,0.8,0,0,0,0.2,0.3,1,0.5,0.6,1.8,1.6,2.4,0.6,0,8,3.6,0.8,0.8,0.2,3.1,0.3,164990.1,407.9,0,3.6,2.2,0.5,0.1,0.8,0,0,0,0,0.5,0.8,0.2,0.6,1.4,1.6,2.3,0.6,0
13114,18567,CRS3035RES200mN2622800E3713400,1,0.5,0.1,0.2,0,0.5,0,20541.7,52.2,0,0.5,0.4,0,0,0.1,0,0,0,0,0,0,0,0.1,0.3,0.3,0.3,0,0,1,0.6,0.1,0.2,0,0.5,0,20853.5,57.4,0,0.6,0.5,0,0,0.1,0,0,0,0,0,0,0,0.1,0.2,0.4,0.3,0,0
13157,19648,CRS3035RES200mN2631400E3929600,42.5,14,1,0,1,9,1,833896.7,1612,3,11,7,0,3,4,0,0,2,2,5.5,5,1,12,5,2,6,2,0,42,13,0,0,3,9,0,821787.9,1512,2,11,6,0,3,4,0,0,3,1,2,7,2,8,9,3,6,1,0
13716,18161,CRS3035RES200mN2743200E3632200,36,18,3,7,0,14,2,863259.2,1533,0,18,15,0,1,2,0,0,3,1,0,2,3,5,8,3,9,2,0,39.5,20,4,8,1,15,2,924074.1,1683,0,20,16,1,1,2,0,0,1,2,2.5,3,2,4,9,4,9,3,0
13788,17375,CRS3035RES200mN2757600E3475000,2,0.8,0,0.3,0.1,0.6,0,46324.4,84.3,0,0.8,0.4,0.1,0,0.3,0,0,0.1,0,0.1,0.1,0.4,0.3,0.5,0.2,0.2,0,0.1,2,0.8,0,0.2,0.1,0.5,0,44003.6,79.8,0,0.8,0.4,0.1,0,0.3,0,0,0.1,0,0.2,0.2,0.3,0.4,0.4,0.2,0.2,0,0
13963,18322,CRS3035RES200mN2792600E3664400,44,17,4,5,4,16,2,727578.3,1565,0,17,0,0,13,4,0,0,0,2,4,5,4,2,9,6,6,6,0,43,17,3,4,3,17,3,780013.3,1637.4,0,17,0,0,12,4,1,0,0.5,0,4.5,4,4,5,6,7,6,6,0
14131,20654,CRS3035RES200mN2826200E4130800,9,3,0,0,0.3,2.9,0,272424.6,415.2,0.1,2.9,0,0,2.2,0.8,0,0,0.1,0.1,0.1,1,1.1,0.9,2.4,2.4,0.9,0,0,8,3,0,0.1,0.1,2.7,0.1,248585.8,411,0.1,2.9,0,0,2.2,0.8,0,0,0,0.1,0.2,0.5,0.6,1.4,1.6,2.6,1,0,0
14270,17109,CRS3035RES200mN2854000E3421800,3,1,0.1,0.2,0.2,0.8,0,64668.3,111.1,0,1,0.8,0,0.1,0.1,0,0,0.1,0.1,0.2,0.4,0.2,0.7,0.6,0.4,0.3,0,0,3,1,0.2,0.2,0.2,0.9,0.1,58270.6,121.1,0,1,0.9,0,0,0.1,0,0,0.2,0.1,0.2,0.3,0.2,0.5,0.8,0.3,0.3,0.1,0
